-DOCSTART- 0
d’ P 
altres D^Q 
lochs N 
, PUNC 
enviaren VBDI^3^PL 
missatge N 
a P 
l’ D 
apostoli N 
Innocent NPR 
tercer NUM 
, PUNC 
que C 
él PRO^3^SG 
presés VBDS^3^SG 
conseyl N 
e CONJ 
destrenyés VBDS^3^SG 
En DPR 
Simon NPR 
de P 
Muntfort NPR 
per P 
vet N 
o CONJ 
per P 
altra D^Q 
manera N 
, PUNC 
que C 
cobrassen VBDS^3^PL 
nós PRO^1^PL 
, PUNC 
qui C 
érem VBDI^1^PL
lur D^POS 
seyor N 
natural ADJ 
, PUNC 
que C 
no NEG 
y PRO^ADV 
havia VBDI^3^SG
pus D^Q 
fiyl N 
de P 
nostre D^POS 
pare N 
, PUNC 
de P 
leyal ADJ 
conjugi N 
, PUNC 
si C 
nós PRO^1^PL 
no NEG 
. .

E CONJ 
aquest D^DEM 
apostoli N 
, PUNC 
papa N 
Innocent NPR 
, PUNC 
fo VBDI^3^SG 
el D 
meylor ADJ 
apostoli N 
, PUNC 
que C 
de P 
la D 
saó N 
que C 
faem VBDI^1^PL
aquest D^DEM 
libre N 
en P 
·c· NUM 
anys N 
passats VNI 
no NEG 
hac VBDI^3^SG 
tan ADV 
bo ADJ 
apostoli N 
en P 
la D 
Església NPR 
de P 
Roma NPR 
. .

Cor C 
él PRO^3^SG 
era VBDI^3^SG
bon ADJ 
clergue N 
en P 
los D 
sabers N 
que C 
taynen VBDI^3^PL 
a P 
apostoli N 
de P 
saber VB 
, PUNC 
e CONJ 
havia VBDI^3^SG
sen N 
natural ADJ 
, PUNC 
e CONJ 
dels P+D 
sabers N 
del P+D 
món N 
havia VBDI^3^SG
gran ADJ 
partida N 
. .

E CONJ 
emvià VBDI^3^SG 
tan ADV 
forts ADJ 
cartes N 
e CONJ 
tan ADV 
forts ADJ 
misatgers N 
al P+D 
comte N 
Simon NPR 
, PUNC 
que C 
él PRO^3^SG 
hac VBDI^3^SG 
a P 
atorgar VB 
que C 
·ns PRO^A^1^PL 
retrie VBDI^3^SG 
a P 
nostres D^POS 
hòmens N 
. .

E CONJ 
aduxeren VBDI^3^PL 
-nos PRO^A^1^PL 
los D 
franceses N 
entrò P 
a P 
Narbona N 
. .

E CONJ 
a P 
Narbona N 
exiren VBDI^3^PL 
gran ADJ 
partida N 
dels P+D 
nobles N 
de P 
Cataluyna NPR 
e CONJ 
dels P+D 
ciutadans N 
e CONJ 
reeberen VBDI^3^PL 
-nos PRO^A^1^PL 
. .

E CONJ 
nós PRO^1^PL 
podíem VBDI^1^PL 
haver VB 
laora ADV 
·vi· NUM 
ayns N 
e CONJ 
·iii· NUM 
meses N 
. .

E CONJ 
agren VBDI^3^PL 
acort N 
, PUNC 
can C 
foren VBDI^3^PL 
en P 
Catalunya NPR 
, PUNC 
qui C 
·ns PRO^A^1^PL 
nodriria VBPC^3^SG 
. .

E CONJ 
acordaren VBDI^3^PL 
-se PRO^RFL^3^PL
tots D^Q 
que C 
·ns PRO^A^1^PL 
nodrís VBPS^3^SG 
lo D 
maestre N 
del P+D 
Temple NPR 
en P 
Montsó NPR 
. .

E CONJ 
son D^POS 
nom N 
d’ P 
aquel D^DEM 
maestre N 
era VBDI^3^SG
En DPR 
Guillem NPR 
de P 
Montredon NPR 
, PUNC 
qui C 
era VBDI^3^SG
natural ADJ 
d’ P 
Osona NPR 
e CONJ 
maestre N 
del P+D 
Temple NPR 
en P 
Aragó NPR 
e CONJ 
en P 
Catalunya NPR 
. .

E CONJ 
hagueren VBDI^3^PL 
altre D^Q 
conseyl N 
: : 
que C 
en P 
nom N 
de P 
nós PRO^1^PL 
e CONJ 
ab P 
segel N 
novel ADJ 
que C 
·ns PRO^D^1^PL 
faeren VBDI^3^PL 
fer VB 
que C 
manàsem VBDS^1^PL 
cort N 
a P 
Leyda NPR 
de P 
cathalans N 
e CONJ 
d’ P 
aragoneses N 
, PUNC 
en P 
la D 
qual C 
fossen VBDI^3^PL
l’ D 
archabisbe N 
, PUNC 
e CONJ 
·ls D 
bisbes N 
, PUNC 
e CONJ 
·ls D 
abats N 
, PUNC 
e CONJ 
·ls D 
richs ADJ 
hòmens N 
de P 
cada D^Q 
·i· NUM 
dels P+D 
regnes N 
, PUNC 
e CONJ 
de P 
cada D^Q 
ciutat N 
·x· NUM 
hòmens N 
ab P 
auctoritat N 
dels P+D 
altres D^Q 
de P 
ço PRO 
que C 
éls PRO^3^PL 
farien VBPC^3^PL 
que C 
FOL6r FOL 
fos VBDS^3^SG 
feyt VNI 
. .

E CONJ 
tots D^Q 
vengren VBDI^3^PL 
al P+D 
dia N 
de P 
la D 
cort N 
, PUNC 
levat P 
Don DPR 
Fferrando NPR 
e CONJ 
·l D 
comte N 
Don DPR 
Sanxo NPR 
, PUNC 
car C 
havien VBDI^3^PL 
esperança N 
que C 
cascú PRO^3^SG 
fos VBDS^3^SG 
rey N 
. .

E CONJ 
aquí ADV 
juraren VBDI^3^PL 
-nos PRO^D^1^PL 
tots D^Q 
que C 
·ns PRO^D^1^PL 
gardarien VBPC^3^PL 
nostre D^POS 
cors N 
e CONJ 
nostres D^POS 
membres N 
e CONJ 
nostra D^POS
terra N 
, PUNC 
e CONJ 
que C 
·ns PRO^D^1^PL 
guardarien VBDI^3^PL 
en P 
totes D^Q 
coses N 
e CONJ 
per P 
totes D^Q 
. .

E CONJ 
·l D 
loch N 
on C 
nós PRO^1^PL 
estàvem VBDI^1^PL 
ladonchs ADV 
era VBDI^3^SG
alí ADV 
on C 
nos PRO^A^1^PL 
tenia VBDI^3^SG 
e CONJ 
·l D 
bras N 
l’ D 
archabisbe N 
N’ DPR 
Espàrech NPR 
, PUNC 
que C 
era VBDI^3^SG
del P+D 
liynatge N 
de P 
la D 
Barca NPR 
e CONJ 
era VBDI^3^SG
nostre D^POS 
parent N 
, PUNC 
sus P 
el D 
palau N 
de P 
volta N 
qui C 
ara ADV 
és VBPI^3^SG 
, PUNC 
e CONJ 
laores ADV 
era VBDI^3^SG
de P 
fust N 
, PUNC 
a P 
la D 
finestra N 
on C 
ara ADV 
és VBPI^3^SG 
la D 
cuyna N 
per P 
on C 
dóna VBPI^2^SG 
hom MAN 
a P 
menjar VB 
a P 
aquels D^DEM 
qui C 
mengen VBPI^3^PL 
en P 
lo D 
palau N 
. .

E CONJ 
, PUNC 
feyt VNI 
lo D 
dit VNI 
sagrament N 
, PUNC 
partí VBDI^3^SG 
·s PRO^RFL^3^SG
la D 
cort N 
. .

E CONJ 
·l D 
maestre N 
levà VBDI^3^SG 
·ns PRO^A^1^PL 
a P 
Monsó NPR 
, PUNC 
e CONJ 
esteguem VBDI^1^PL 
aquí ADV 
·ii· NUM 
ayns N 
e CONJ 
mig N 
a P 
·i· NUM 
tinent N 
. .

E CONJ 
tota D^Q 
la D 
renda N 
que C 
nostre D^POS 
pare N 
havia VBDI^3^SG
en P 
Aragó NPR 
e CONJ 
en P 
Catalunya NPR 
era VBDI^3^SG
empenyorada VNI 
tro P 
als P+D 
juheus N 
e CONJ 
als P+D 
sarraÿns N 
; ; 
e CONJ 
encara ADV 
les D 
honors N 
, PUNC 
que C 
eren VBDI^3^PL 
·dcc· NUM 
cavallerias N 
en P 
aquel D^DEM 
temps N 
; ; 
e CONJ 
nostre D^POS 
pare N 
, PUNC 
lo D 
rey N 
Don DPR 
Pedro NPR 
, PUNC 
havia VBDI^3^SG
-les PRO^A^3^PL 
totes D^Q 
donades VNI 
e CONJ 
venudes VNI 
de P 
·cxxx· NUM 
emfora ADV 
. .

E CONJ 
no NEG 
havíem VBDI^1^PL 
a P 
·i· NUM 
dia N 
, PUNC 
quant C 
nós PRO^1^PL 
entram VBDI^1^PL 
en P 
Monsó NPR 
, PUNC 
què PRO^Q 
menjar VB 
: : 
si ADV 
era VBDI^3^SG
la D 
terra N 
destroÿda VNI 
e CONJ 
empenyorada! VNI 
§ PUNC 
E CONJ 
nós PRO^1^PL 
estan VG 
en P 
Montsó NPR 
, PUNC 
foren VBDI^3^PL 
-se PRO^RFL^3^PL
bandos N 
e CONJ 
partides VNI 
entre P 
·ls D 
richs ADJ 
hòmens N 
d’ P 
Aragó NPR 
. .

Don DPR 
Pero NPR 
Ahonés NPR 
, PUNC 
e CONJ 
Don DPR 
Atorela NPR 
, PUNC 
e CONJ 
Don DPR 
Exemèn NPR 
d’ P 
Orrea NPR 
, PUNC 
e CONJ 
Don DPR 
Arnau NPR 
Palanzí NPR 
, PUNC 
e CONJ 
Don DPR 
Bernat NPR 
de P 
Benavem NPR 
, PUNC 
e CONJ 
Don DPR 
Blasco NPR 
Maça NPR 
e CONJ 
altres D^Q 
qui C 
a P 
nós PRO^1^PL 
no NEG 
membren VBDI^3^PL 
, PUNC 
e CONJ 
de P 
richs ADJ 
hòmens N 
e CONJ 
de P 
cavallers N 
, PUNC 
faeren VBDI^3^PL 
bando N 
e CONJ 
partida N 
ab P 
lo D 
comte N 
de P 
Roselló NPR 
Sanxo NPR 
, PUNC 
qui C 
era VBDI^3^SG
lur D^POS 
cap N 
, PUNC 
e CONJ 
seguien VBDI^3^PL 
la D 
sua D^POS 
carrera N 
. .

E CONJ 
Don DPR 
Pero NPR 
Ferrandes NPR 
d’ P 
Albarrací NPR 
, PUNC 
e CONJ 
Don DPR 
Rodrigo NPR 
Liçana NPR 
, PUNC 
e CONJ 
Don DPR 
Blasco NPR 
d’ P 
Alagó NPR 
tenien VBDI^3^PL 
-se PRO^RFL^3^PL
ab P 
Don DPR 
Fferrando NPR 
e CONJ 
faÿen VBDI^3^PL
d’ P 
él PRO^3^SG 
lur D^POS 
cap N 
. .

E CONJ 
Don DPR 
Pero NPR 
Cornel NPR 
ni CONJ+NEG 
Don DPR 
Vales NPR 
d’ P 
Antilló NPR 
no NEG 
havien VBDI^3^PL 
encara ADV 
terra N 
ni CONJ+NEG 
honor N 
per P 
ço PRO 
con C 
éran VBDI^3^PL 
tant ADV 
jóvens ADJ 
, PUNC 
e CONJ 
tenien VBDI^3^PL 
-se PRO^RFL^3^PL
una NUM 
vegada N 
ab P 
uns D^Q 
e CONJ 
altra D^Q 
ab P 
altres D^Q 
. .

Don DPR 
Exemèn NPR 
Corneyl NPR 
era VBDI^3^SG
ja ADV 
de P 
dies N 
e CONJ 
pesava VBDI^3^SG 
-li PRO^D^3^SG
aquels D^DEM 
mals N 
que C 
veÿa VBDI^3^SG 
en P 
Aragó NPR 
tan ADV 
grans ADJ 
. .

Car C 
él PRO^3^SG 
era VBDI^3^SG
lo D 
pus ADV 
savi ADJ 
hom N 
que C 
en P 
aquel D^DEM 
temps N 
fos VBDS^3^SG 
en P 
Aragó NPR 
e CONJ 
·l D 
pus ADV 
aconseylat ADJ 
. .

E CONJ 
algunes D^Q 
vegades N 
venien VBDI^3^PL 
a P 
Montsó NPR 
e CONJ 
pregaven VBDI^3^PL 
-nos PRO^D^1^PL 
que C 
exíssem VBDS^1^PL 
del P+D 
castel N 
de P 
FOL6v FOL 
Montsó NPR 
per P 
partides N 
, PUNC 
per P 
tal ADV 
que C 
vinguéssem VBDS^1^PL 
de P 
la D 
una D^Q 
partida N 
e CONJ 
destruýssem VBDS^1^PL
l’ D 
altra D^Q 
. .

E CONJ 
quant C 
nós PRO^1^PL 
fom VBDI^1^PL
de P 
edat N 
de P 
·ix· NUM 
ayns N 
, PUNC 
e CONJ 
que C 
no NEG 
·ns PRO^A^1^PL 
podien VBDI^3^PL 
aturar VB 
en P 
Montsó NPR 
, PUNC 
a P 
nós PRO^1^PL 
ni CONJ+NEG 
al P+D 
comte N 
de P 
Proença NPR 
, PUNC 
tant ADV
ne PRO^ADV 
volíem VBDI^1^PL 
exir VB 
, PUNC 
e CONJ 
car C 
era VBDI^3^SG
necessari ADJ 
a P 
la D 
terra N 
, PUNC 
fo VBDI^3^SG 
acort N 
del P+D 
maestre N 
e CONJ 
dels P+D 
altres D^Q 
que C 
·ns PRO^D^1^PL
lexassen VBDS^3^PL 
exir VB 
d’ P 
aquel D^DEM 
loch N 
. .

E CONJ 
enans N 
que C 
nós PRO^1^PL 
n’ PRO^ADV 
exíssem VBDS^1^PL 
bé ADV 
per P 
·vii· NUM 
meses N 
, PUNC 
venc VBDI^3^SG
missatge N 
al P+D 
comte N 
de P 
Proença NPR 
per P 
richs ADJ 
hòmens N 
de P 
sa D^POS 
terra N 
que C 
a P 
die N
sabut N 
vendrien VBPC^3^PL
ab P 
una D 
galea N 
a P 
Salou N 
e CONJ 
que C 
·l D 
traurien VBPC^3^PL
celadament ADV
del P+D 
castel N 
de P 
Montsó NPR 
e CONJ 
que C 
se PRO^RFL^3^SG
n’ PRO^ADV 
irien VBDI^3^PL 
ab P 
él PRO^3^SG 
tro P 
em P
Proença NPR 
. .

E CONJ 
així ADV 
com C
fo VBDI^3^SG 
cogitat VNI
per P 
éls PRO^3^PL 
se PRO^RFL^3^SG
complí VBDI^3^SG
. .

E CONJ 
, PUNC 
quan C 
él PRO^3^SG 
se PRO^RFL^3^PL
·n PRO^ADV 
dech VBDI^3^SG 
anar VB 
, PUNC 
dix VBDI^3^SG 
que C 
volia VBDI^3^SG 
parlar VB 
ab P 
nós PRO^1^PL 
e CONJ 
descobrí VBFI^3^SG 
·ns PRO^D^1^PL 
son D^POS 
secret N 
e CONJ 
près VBDI^3^SG 
comiat N
de P 
nós PRO^1^PL 
ploran VG
ab P 
aquels D^DEM 
qui C 
eren VBDI^3^PL 
venguts VNI 
per P 
él PRO^3^SG 
. .

E CONJ 
nós PRO^1^PL 
ploram VBDI^1^PL 
ab P 
él PRO^3^SG 
per P 
la D 
dolor N
del P+D 
partiment N 
, PUNC 
mas CONJ 
plaÿa VBDI^3^SG 
·ns PRO^D^1^PL 
molt ADV 
per P 
la D 
sua D^POS 
anada N
. .

altre D^Q 
dia N 
, PUNC 
prop P 
del P+D 
foscant N 
de P 
la D 
nuyt N 
, PUNC 
exís VBPS^3^SG 
del P+D 
castel N 
ab P 
En DPR 
Pere NPR 
Auger NPR
, PUNC 
qui C 
·l PRO^A^3^SG
nodria VBDI^3^SG 
, PUNC 
e CONJ 
ab P 
·ii· NUM 
escuders N 
seus D^POS
e CONJ 
trasnuytaren VBDI^3^PL 
e CONJ 
passaren VBDI^3^PL 
Leyda NPR 
en P 
semblança N 
que C 
altres D^Q 
hòmens N 
eren VBDI^3^PL 
e CONJ 
desfigurats ADJ
de P 
vestedures N 
. .

en P 
l’ D 
altra D^Q 
nuyt N 
anaren VBDI^3^PL 
-se PRO^RFL^3^SG
·n PRO^ADV 
a P 
Salou N 
e CONJ 
recolí VBDI^3^SG
·s PRO^RFL^3^SG
en P 
la D 
galea N 
e CONJ 
anà VBDI^3^SG 
-sse PRO^RFL^3^SG
·n PRO^ADV 
en P 
Proença NPR 
. .

E CONJ 
, PUNC 
per P 
tal ADV 
que C 
hom N 
sàpia VBDI^3^SG 
los D 
nostres D^POS 
ayns N 
e CONJ 
·ls D 
seus D^POS
, PUNC 
havia VBDI^3^SG
ell PRO^3^SG 
·ii· NUM 
ayns N 
e CONJ 
mig N 
més ADV 
que C 
nós PRO^1^PL 
. .

E CONJ 
quan C 
los D 
frares N 
viren VBDI^3^PL 
que C 
·l D 
comte N 
de P 
Proença NPR 
se PRO^RFL^3^SG
n’ PRO^ADV 
era VBDI^3^SG
anat VNI 
, PUNC 
sí ADV 
que C 
no NEG 
·ls D 
ho PRO^A^NTR 
féu VBDI^3^SG 
saber VB 
, PUNC 
enteseren VBDI^3^PL 
que C 
la D 
nostra D^POS
estada N
no NEG 
·ls PRO^D^3^PL
era VBDI^3^SG
bona ADJ 
. .

E CONJ 
al P+D 
comte N 
Don DPR 
Sanxo NPR 
, PUNC 
quan C 
ho PRO^A^NTR 
hoí VBDI^3^SG
, PUNC 
pesà VBDI^3^SG
-li PRO^D^3^SG
molt ADV 
la D 
anada N 
del P+D 
comte N 
de P 
Proença NPR 
. .

E CONJ 
, PUNC 
quan C 
él PRO^3^SG 
entès VBDI^3^SG
que C 
él PRO^3^SG 
se PRO^RFL^3^SG
n’ PRO^ADV 
era VBDI^3^SG
anat VNI
ab P 
aquels D^DEM 
qui C 
eren VBDI^3^PL 
del P+D 
seu D^POS 
bando N 
d’ P 
Aragó NPR 
, PUNC 
volch VBDI^3^SG 
-se PRO^RFL^3^PL
apoderar VB 
d’ P 
Aragó NPR 
. .

nós PRO^1^PL 
enviam VBDI^1^PL 
missatge N 
a P 
Don DPR 
Pero NPR 
Ferrandes NPR 
e CONJ 
a P 
Don DPR 
Rodrigo NPR 
Liçana NPR 
e CONJ 
a P 
lur D^POS 
bando N 
e CONJ 
a P 
·N DPR 
Guillem NPR 
de P 
Cervera NPR 
que C 
vinguessen VBDS^3^PL
a P 
nós PRO^1^PL 
a P 
Montsó NPR 
, PUNC 
car C 
en P 
totes D^Q 
maneres N 
ne PRO^ADV 
volíem VBDI^1^PL 
exir VB 
. .

E CONJ 
ells PRO^3^PL 
asseguraren VBDI^3^PL 
-nos PRO^D^1^PL 
que C 
·ns PRO^A^1^PL
ajudarien VBDI^3^PL 
e CONJ 
·ns PRO^D^1^PL 
valrien VBDI^3^PL 
ab P 
tot D^Q 
lur D^POS 
poder N 
. .

FOL7r FOL 
E CONJ 
, PUNC 
quan C 
hoí VBDI^3^SG
lo D 
comte N 
Don DPR 
Sanxo NPR 
, PUNC 
féu VBDI^3^SG 
son D^POS 
ajustament N 
ab P 
aquels D^DEM 
qui C 
eren VBDI^3^PL 
de P 
sa D^POS 
ajuda N
e CONJ 
dix VBDI^3^SG 
que C 
tanta D^Q 
de P 
terra N 
con C 
nós PRO^1^PL 
ni CONJ+NEG 
aquels D^DEM 
que C 
ab P 
nós PRO^1^PL 
eren VBDI^3^PL 
passarien VBPC^3^PL
en P 
Aragó NPR 
de P 
part N 
Sinqua NPR 
, PUNC 
que C 
la D 
cobriria VBPC^3^SG
tota D^Q
de P 
persset N 
vermeyl ADJ
. .

E CONJ 
nós PRO^1^PL 
exim VBDI^1^PL
, PUNC 
sus P 
en P 
l’ D 
alba N 
, PUNC 
de P 
Montsó NPR 
. .

quant C 
fom VBDI^1^PL
al P+D 
pont N 
esperà VBDI^3^SG 
·ns PRO^A^1^PL
la D 
companya N
, PUNC 
e CONJ 
dixeren VBDI^3^PL 
-nos PRO^D^1^PL 
que C 
·l D 
comte N 
Don DPR 
Sanxo NPR 
era VBDI^3^SG
en P 
Selgua NPR
ab P 
tot D^Q 
som D^POS
poder N 
e CONJ 
que C 
·s PRO^RFL^3^SG
combatria VBPC^3^SG
ab P 
nós PRO^1^PL 
. .

E CONJ 
nós PRO^1^PL 
ladonchs ADV 
no NEG 
havíem VBDI^1^PL 
mas CONJ 
·ix· NUM 
ayns N 
, PUNC 
e CONJ 
per P 
temor N 
de P 
la D 
batayla N 
que C 
cuidàvem VBDI^1^PL
haver VB 
·i· NUM 
cavaler N 
prestà VBDI^3^SG 
·ns PRO^D^1^PL 
·i· NUM 
gonió N 
leuger ADJ
que C 
·ns PRO^RFL^1^PL
vestíssem VBDS^1^PL 
. .

E CONJ 
açò PRO^3^SG
fo VBDI^3^SG 
·l D 
nostre D^POS 
començament N 
de P 
les D 
primeres ADJ
armes N 
que C 
nós PRO^1^PL 
presem VBDI^1^PL
. .

E CONJ 
anam VBDI^1^PL
aquel D^DEM 
dia N 
a P 
Berbegal NPR
, PUNC 
que C 
no NEG 
trobam VBDI^1^PL
contrast N 
en P 
la D 
carrera N 
, PUNC 
e CONJ 
altra D^Q 
dia N 
entram VBDI^1^PL 
en P 
Osca NPR 
. .

E CONJ 
vinguem VBDI^1^PL 
depuys ADV 
a P 
Saragoça NPR 
. .

E CONJ 
fo VBDI^3^SG 
la D 
primera ADJ 
vegada N 
que C 
nós PRO^1^PL 
fom VBDI^1^PL
anch ADV 
en P 
Aragó NPR 
. .

E CONJ 
les D 
géns N 
foren VBDI^3^PL 
molt ADV 
alegres ADJ
de P 
la D 
nostra D^POS
venguda N
. .

E CONJ 
nós PRO^1^PL 
estan VG 
en P 
Saragoça NPR 
, PUNC 
eren VBDI^3^PL 
aquesta D^DEM 
partida N 
, PUNC 
Don DPR 
Pero NPR 
Fferrandes NPR 
e CONJ 
aquels D^DEM 
que C 
dessús P 
avem VBDI^1^PL
dits VNI
, PUNC 
ab P 
nós PRO^1^PL 
. .

E CONJ 
vench VBDI^3^SG 
-nos PRO^D^1^PL
missatge N 
que C 
Don DPR 
Rodrigo NPR 
Liçana NPR 
havia VBDI^3^SG
pres VN 
Don DPR 
Lop NPR
d’ P 
Alvero NPR
, PUNC 
qui C 
era VBDI^3^SG
parent N 
de P 
Don DPR 
Rodrigo NPR 
Liçana NPR 
. .

E CONJ 
Don DPR 
Pelegrí NPR 
d’ P 
Atrocil NPR
havia VBDI^3^SG
sa D^POS 
fiyla N 
de P 
Don DPR 
Lop NPR
d’ P 
Alvero NPR 
per P 
muyler N 
. .

E CONJ 
aquest D^DEM 
Palegrí NPR 
e CONJ 
son D^POS
frare N 
, PUNC 
Don DPR 
Gil NPR 
, PUNC 
pregaren VBDI^3^PL 
-nos PRO^A^1^PL
e CONJ 
clamaren VBDI^3^PL 
-nos PRO^D^1^PL
amor N 
e CONJ 
merçè N 
, PUNC 
que C 
donàssem VBDS^1^PL 
conseyl N 
e CONJ 
ajuda N 
a P 
la D 
presó N
de P 
Don DPR 
Lop NPR
d’ P 
Alvero NPR
, PUNC 
car C 
Don DPR 
Rodrigo NPR 
l’ PRO^A^3^SG
avia VBDI^3^SG 
pres VNI
, PUNC 
sí ADV 
que C 
no NEG 
·s PRO^RFL^3^SG
guardava VBDI^3^SG 
Don DPR 
Lop NPR
d’ P 
Alvero NPR 
d’ P 
él PRO^3^SG 
ni CONJ+NEG 
l’ D 
havia VBDI^3^SG
desafiat VNI 
. .

E CONJ 
li PRO^D^3^SG 
havia VBDI^3^SG
tolt VN
lo D 
castel N 
e CONJ 
la D 
vila N 
d’ P 
Alvero NPR 
e CONJ 
bé ADV 
·x· NUM 
míllia N 
kafizes N
de P 
pa N 
qui C 
eren VBDI^3^PL 
seus D^POS
, PUNC 
oltra ADV 
lo D 
mal N 
que C 
li PRO^D^3^SG 
havia VBDI^3^SG
feyt VNI 
als P+D 
chrestians ADJ 
e CONJ 
als P+D 
serraÿns N 
d’ P 
Alvero NPR 
. .

E CONJ 
aquela D^DEM 
cosa N 
tengren VBDI^3^PL 
per P 
mal N 
feyta VNI 
tots D^Q 
aquels D^DEM 
qui C 
ab P 
nós PRO^1^PL 
eren VBDI^3^PL 
e CONJ 
tots D^Q 
aquels D^DEM 
d’ P 
Aragó NPR 
qui C 
aquesta D^DEM 
cosa N 
sabien VBDI^3^PL 
. .

E CONJ 
fo VBDI^3^SG 
acort N 
de P 
nostre D^POS 
conseyl N 
, PUNC 
car C 
nós PRO^1^PL 
no NEG 
havíem VBDI^1^PL 
aquel D^DEM 
sen N 
que C 
sabéssem VBDS^1^PL 
dar VB 
conseyl N 
FOL7v FOL 
a P 
nós PRO^1^PL 
ni CONJ+NEG 
a P 
altruy PRO^3^SG
, PUNC 
que C 
anàssem VBDS^1^PL 
sobre P 
él PRO^3^SG 
e CONJ 
que C 
cobràssem VBDS^1^PL
Don DPR 
Lop NPR
d’ P 
Alvero NPR 
ab P 
tot D^Q 
aquel D^DEM 
dan N 
que C 
pres VNI
havia VBDI^3^SG
e CONJ 
·l D 
trasquéssem VBDS^1^PL
de P 
presó N
. .

E CONJ 
anam VBDI^1^PL
sobre P 
Alvero NPR 
ab P 
·i· NUM 
fenèvol N
, PUNC 
lo D 
qual C 
faem VBDI^1^PL
fer VB 
en P 
Oscha NPR 
. .

aquells D^DEM
de P 
Don DPR 
Rodrigo NPR 
havien VBDI^3^PL 
meses VNI
laÿns ADV
per P 
establiment N
reteren VBDI^3^PL 
-se PRO^RFL^3^PL
sempre ADV 
quan C 
viren VBDI^3^PL 
que C 
·l D 
fenèvol N
hi PRO^ADV
hac VBDI^3^SG 
tirat VN
dos NUM
dies N 
. .

E CONJ 
partim VBDI^1^PL
-nos PRO^RFL^1^PL
d’ P 
aquí ADV 
e CONJ 
anam VBDI^1^PL
-nos PRO^RFL^1^PL
-en PRO^ADV 
a P 
Liçana NPR 
, PUNC 
on C 
tenia VBDI^3^SG 
pres VNI
Don DPR 
Rodrigo NPR 
a P 
Don DPR 
Lop NPR
d’ P 
Alvero NPR
, PUNC 
e CONJ 
venguem VBDI^1^PL
assetjar VB 
. .

E CONJ 
laÿns ADV 
era VBDI^3^SG
per P 
establiment N
Don DPR 
Pero NPR 
Gómeç NPR 
e CONJ 
·i· NUM 
altre D^Q 
cavaler N 
de P 
qui C 
no NEG 
·ns PRO^D^1^PL 
membra VBPI^3^SG 
·l D 
nom N 
e CONJ 
escuders N
e CONJ 
altres D^Q 
companyes N 
. .

Mas CONJ 
Don DPR 
Pero NPR 
Gómeç NPR 
era VBDI^3^SG
cap D^Q
d’ P 
aquels D^DEM 
e CONJ 
del P+D 
castel N 
, PUNC 
e CONJ 
major ADJ 
e CONJ 
mellyor ADJ
. .

E CONJ 
param VBDI^1^PL 
-hi PRO^ADV 
·i· NUM 
fenèvol N
; ; 
e CONJ 
açò PRO^3^SG
fo VBDI^3^SG 
e CONJ 
·l D 
temps N 
de P 
mayg N
. .

E CONJ 
tirà VBDI^3^SG
·l D 
fenèvol N 
, PUNC 
can C 
fo VBDI^3^SG 
parat VNI 
, PUNC 
·d· NUM 
pedres N
de P 
nuyt N 
e CONJ 
·m· NUM 
de P 
dia N 
. .

E CONJ 
, PUNC 
quan C 
vench VBDI^3^SG 
entorn P
d’ P 
ora N 
de P 
vespres N 
, PUNC 
hac VBDI^3^SG 
tant ADV 
derrocat VN
del P+D 
mur N
, PUNC 
que C 
gran ADJ 
portel N
hi PRO^ADV
hac VBDI^3^SG 
feyt VNI 
. .

E CONJ 
la D 
crida N 
anà VBDI^3^SG 
en P 
la D 
ost N
que C 
anassen VBDS^3^PL 
combatre VB 
. .

E CONJ 
armaren VBDI^3^PL 
-se PRO^RFL^3^PL
, PUNC 
e CONJ 
moch VBDI^3^SG
-se PRO^RFL^3^SG
la D 
batayla N 
. .

E CONJ 
combaten VBPI^3^PL
-los PRO^A^3^PL
los D 
de P 
la D 
ost N 
, PUNC 
a P 
escut N
e CONJ 
a P 
lança N
, PUNC 
e CONJ 
tots D^Q 
los D 
balesters N 
de P 
la D 
ost N
que C 
y PRO^ADV 
eren VBDI^3^PL 
. .

E CONJ 
per P 
la D 
batayla N 
no NEG 
cessava VBDI^3^SG 
lo D 
fenèvol N
de P 
tirar VB 
, PUNC 
sí ADV 
que C 
tan ADV 
fort ADJ
era VBDI^3^SG
la D 
batayla N 
, PUNC 
e CONJ 
de P 
guisa N 
tirava VBDI^3^SG 
lo D 
fenèvol N 
, PUNC 
que C 
gran ADJ 
res N
n’ PRO^ADV 
í PRO^ADV 
havie VBDI^3^SG 
ferits VNI
d’ P 
aquels D^DEM 
de P 
dins ADV 
, PUNC 
d’ P 
escuders N 
e CONJ 
d’ P 
altres D^Q 
hòmens N 
. .

E CONJ 
Don DPR 
Pero NPR 
Gómeç NPR 
víu VBDS^3^SG
que C 
·l D 
castel N 
se PRO^RFL^3^SG
perdia VBDI^3^SG 
, PUNC 
lo D 
qual C 
tenia VBDI^3^SG 
per P 
son D^POS 
seyor N 
. .

E CONJ 
tot ADV
guarnit VNI 
, PUNC 
son D^POS 
escut N
abraçat VNI
e CONJ 
son D^POS 
capel N 
de P 
ferre N 
en P 
lo D 
cap N 
e CONJ 
l’ D 
espaa N 
en P 
la D 
mà N
, PUNC 
parà VBDI^3^SG
