-DOCSTART- 0
Guillem NPR
Çasala NPR
. .

E CONJ
laora ADV
donà VBDI^3^SG
-li PRO^D^3^SG
ela PRO^3^SG
lo D
dret N
de P
la D
caldera N
de P
Leyda NPR
, COMMA
que C
tingués VBDS^3^SG
de P
sa D^POS
vida N
, COMMA
e CONJ
no NEG
valia VBDI^3^SG
laora ADV
·cc· NUM
sols N
de P
renda N
, COMMA
e CONJ
puys ADV
pujà VBDI^3^SG
a P
·iii· NUM
mília NUM
sous N
. .

E CONJ
fo VBDI^3^SG
acort N
del P+D
bisbe N
e CONJ
dels P+D
richs ADJ
hòmens N
que C
citassen VBDI^3^PL
al P+D
comte N
d’ P
Urgell NPR
, COMMA
per P
nom N
En DPR
Guerau NPR
de P
Cabrera NPR
, COMMA
que C
vingués VBDS^3^SG
a P
nostra D^POS
cort N
per P
fer VB
dret N
a P
la D
comtessa N
, COMMA
e CONJ
que C
fossen VBDS^3^PL
totes D^Q
les D
citacions N
, COMMA
totes D^Q
·iii· NUM
, COMMA
axí ADV
con C
se PRO^RFL^3^SG
devien VBDI^3^PL
fer VB
. .

E CONJ
a P
la D
primera ADJ^Q
citació N
que C
hom MAN
li PRO^D^3^SG
féu VBDI^3^SG
no NEG
vench VBDI^3^SG
. .

E CONJ
enans ADV
que C
donàssem VBDS^1^PL
sentència N
contra P
ell PRO^3^SG
ni CONJ+NEG
enantàssem VBDS^1^PL
, COMMA
car C
açò PRO^3^SG
era VBDI^3^SG
forma N
de P
dret N
, COMMA
tornam VBDI^1^PL
a P
ella PRO^3^SG
e CONJ
dixem VBDI^1^PL
-li PRO^D^3^SG
que C
açò PRO^3^SG
no NEG
podíem VBDI^1^PL
fer VB
sinó CONJ
con C
orde N
de P
dret N
ho PRO^A^NTR
volia VBDI^3^SG
, COMMA
e CONJ
axí ADV
ho PRO^A^NTR
devia VBDI^3^SG
ela PRO^3^SG
voler VB
e CONJ
son D^POS
conseyl N
. .

E CONJ
haguem VBDI^1^PL
acort N
que C
citàssem VBDI^1^PL
En DPR
Guerau NPR
de P
Cabrera NPR
, COMMA
qui C
tenia VBDI^3^SG
ladonchs ADV
lo D
comtat N
d’ P
Urgell NPR
. .

E CONJ
, COMMA
quan C
l’ D
aguem VBDI^1^PL
citat VNI
, COMMA
vench VBDI^3^SG
al P+D
dia N
En DPR
Ramon NPR
de P
Cardona NPR
, COMMA
frare N
d’ P
En DPR
Ramon NPR
Folch NPR
, COMMA
qui C
fo VBDI^3^SG
maestre N
del P+D
Temple NPR
, COMMA
per P
procurador N
d’ P
En DPR
Guerau NPR
, COMMA
qui C
tenia VBDI^3^SG
·l D
comtat N
d’ P
Urgell NPR
. .

E CONJ
dix VBDI^3^SG
a P
nostra D^POS
cort N
e CONJ
denant P
tots PRO^Q
que C
·s PRO^RFL^3^SG
meraveylà VBDI^3^SG
molt ADV
En DPR
Guerau NPR
, COMMA
comte N
d’ P
Urgell NPR
, COMMA
e CONJ
tots D^Q
aquels D^DEM
qui C
aquesta D^DEM
cosa N
hoïen VBDI^3^PL
, COMMA
car C
d’ P
assò PRO^3^SG
que C
él PRO^3^SG
havia VBDI^3^SG
tengut VN
·xx· NUM
o CONJ
·xxx· NUM
ayns N
e CONJ
meyns ADV
de P
clam VBPI^1^SG
, COMMA
e CONJ
estan VG
ela PRO^3^SG
viva ADJ
, COMMA
que C
anch ADV
no NEG
li PRO^D^3^SG
fo VBDI^3^SG
feta VNI
demanda N
, COMMA
que C
ara ADV
li PRO^D^3^SG
fos VBDS^3^SG
mès VNI
en P
qüestió N
ni CONJ+NEG
en P
demanda N
, COMMA
FOL21v FOL
que C
no NEG
era VBDI^3^SG
tengut VNI
que C
·n PRO^ADV
degués VBDS^3^SG
respondre VB
. .

E CONJ
pregava VBDI^3^SG
·ns PRO^D^1^PL
que C
no NEG
li PRO^D^3^SG
feéssem VBDS^1^PL
aquesta D^DEM
demanda N
, COMMA
car C
novela ADJ
era VBDI^3^SG
, COMMA
e CONJ
que C
él PRO^3^SG
no NEG
era VBDI^3^SG
hom N
a P
qui C
hom MAN
degués VBDS^3^SG
demanar VB
tan ADV
novela ADJ
demanda N
con C
aquesta D^DEM
era VBDI^3^SG
e CONJ
tan ADV
esquiva ADJ
. .

E CONJ
En DPR
Guillem NPR
Çacala NPR
dix VBDI^3^SG
aquesta D^DEM
raó N
per P
la D
comtessa N
: :
\" \"
Seyor N
, COMMA
¿ ¿
En DPR
Guillem NPR
de P
Cardona NPR
és VBPI^3^SG
prohom N
e CONJ
de P
gran ADJ
liynatge N
e CONJ
d’ P
onrat ADJ
e CONJ
maraveyla VBPI^3^SG
·s PRO^RFL^3^SG
d’ P
aquesta D^DEM
demanda N
? ?
E CONJ
major ADJ
maraveyla N
és VBPI^3^SG
que C
hom MAN
diga VBPS^3^SG
que C
no NEG
farà VBFI^3^SG
dret N
a P
tan ADV
bona ADJ
dona N
con C
la D
comtessa N
; ;
e CONJ
que C
deman VBPC^1^SG
dret N
en P
vostra D^POS
cort N
, COMMA
e CONJ
que C
él PRO^3^SG
diga VBPS^3^SG
que C
no NEG
·l PRO^A^3^SG
li PRO^D^3^SG
farà VBFI^3^SG
, COMMA
diu VBPI^3^SG
contra P
raó N
. .

E CONJ
Déus N
, COMMA
seyor N
, COMMA
vos PRO^RFL^2^PL
mès VNI
en P
son D^POS
loc N
, COMMA
que C
aquels D^DEM
qui C
no NEG
trobaren VBDI^3^PL
dret N
ne CONJ+NEG
raó N
, COMMA
que C
vós PRO^2^PL
que C
·ls PRO^A^3^SG
los D
donets VBPS^2^PL
; ;
e CONJ
la D
comtessa N
prega VBDI^3^SG
-us PRO^D^2^PL
que C
li PRO^D^3^SG
donets VBPS^2^PL
son D^POS
dret N
\" \"
. .

E CONJ
dix VBDI^3^SG
En DPR
Guillem NPR
de P
Cardona NPR
: :
\" \"
Jo PRO^1^SG
no NEG
hic PRO^ADV
vinch VBPI^1^SG
per P
àls PRO^Q
ni CONJ+NEG
per P
pladejar VB
, COMMA
mas CONJ
per P
dir VB
ço PRO^3^SG
que C
·m PRO^D^1^SG
castigaren VBDI^3^PL
\" \"
. .

E CONJ
dix VBDI^3^SG
En DPR
Guillem NPR
de P
Muntcada NPR
: :
\" \"
¿ ¿
Havets VBPI^1^PL
procuració N
neguna D^Q
vós PRO^2^PL
d’ P
En DPR
Guerau NPR
? ?
\" \"
e CONJ
dix VBDI^3^SG
él PRO^3^SG
: :
\" \"
No NEG
, COMMA
mas CONJ
ço PRO^3^SG
de P
què WPRO
·ns PRO^D^1^PL
castigaren VBDI^3^PL
, COMMA
jo PRO^1^SG
us PRO^A^2^PL
ho PRO^A^NTR
e VBPI^2^SG
dit VNI
, COMMA
e CONJ
no NEG
hic PRO^ADV
són VBPI^3^PL
vengut VNI
per P
àls PRO^Q
; ;
e CONJ
ab P
açò PRO^3^SG
·m PRO^RFL^1^SG
n’ PRO^ADV
iré VBFI^1^SG
\" \"
. .

E CONJ
dix VBDI^3^SG
En DPR
Ramon NPR
de P
Muntcada NPR
: :
\" \"
Esperats VBI^2^PL
-vos PRO^RFL^2^PL
, COMMA
que C
·l D
rey N
haurà VBFI^3^SG
son D^POS
acort N
e CONJ
respondrà VBFI^3^SG
-us PRO^D^2^PL
a P
açò PRO^3^SG
que C
dit VNI
havets VBPI^2^PL
\" \"
. .

E CONJ
partiren VBDI^3^PL
-se PRO^RFL^3^PL
denant P
nós PRO^1^PL
, COMMA
e CONJ
aguem VBDI^1^PL
nostre D^POS
acort N
. .

E CONJ
, COMMA
haüt VNI
acort N
, COMMA
dixeren VBDI^3^PL
que C
faéssem VBDS^1^PL
nós PRO^1^PL
la D
resposta N
. .

Dixem VBDI^1^PL
-li PRO^D^3^SG
: :
\" \"
En DPR
Guillem NPR
de P
Cardona NPR
, COMMA
vós PRO^2^PL
no NEG
havets VBPI^2^PL
aduyta VNI
aquí ADV
procuració N
neguna D^Q
d’ P
En DPR
Guerau NPR
; ;
l’ D
altre D^Q
, COMMA
vós PRO^2^PL
no NEG
volets VBPI^2^PL
respondre VB
a P
dret N
. .

volem VBPI^1^PL
saber VB
encara ADV
vós PRO^2^PL
si C
volets VBPI^2^PL
respondre VB
a P
la D
demanda N
que C
·N DPR
Guillem NPR
Sasala NPR
vos PRO^RFL^2^PL
fa VBPI^3^SG
\" \"
. .

E CONJ
él PRO^3^SG
respòs VBDI^3^SG
e CONJ
dix VBDI^3^SG
que C
no NEG
y PRO^ADV
respondrie VBPC^3^SG
àls PRO^Q
. .

E CONJ
dixem VBDI^1^PL
-li PRO^D^3^SG
: :
\" \"
Donchs ADV
, COMMA
nós PRO^1^PL
farem VBFI^1^PL
així ADV
con C
fer VB
devem VBPI^1^PL
: :
nós PRO^1^PL
citarem VBFI^1^PL
altra D^Q
vegada N
, COMMA
e CONJ
siran VBFI^3^PL
·iii· NUM
, COMMA
e CONJ
, COMMA
si C
vol VBPI^3^SG
fer VB
dret N
, COMMA
nós PRO^1^PL
lo D
pendrem VBFI^1^PL
; ;
e CONJ
, COMMA
si C
no NEG
, COMMA
nós PRO^1^PL
enantarem VBFI^1^PL
així ADV
con C
dret N
ho PRO^A^NTR
vol VBPI^3^SG
\" \"
. .

E CONJ
, COMMA
ab P
aytant ADV
, COMMA
él PRO^3^SG
se PRO^RFL^3^SG
n’ PRO^ADV
anà VBDI^3^SG
, COMMA
e CONJ
nós PRO^1^PL
faem VBDI^1^PL
-li PRO^D^3^SG
l’ D
altra D^Q
citació N
; ;
e CONJ
vench VBDI^3^SG
En DPR
Guillem NPR
de P
Cardona NPR
al P+D
dia N
. .

FOL22r FOL
§ §
E CONJ
fom VBDI^1^PL
en P
casa N
d’ P
En DPR
Ramon NPR
, COMMA
raboster N
, COMMA
e CONJ
tota D^Q
la D
cort N
e CONJ
·ls D
richs ADJ
hòmens N
escoltaren VBDI^3^PL
. .

E CONJ
En DPR
Guillem NPR
Çasala NPR
levà VBDI^3^SG
·s PRO^RFL^3^SG
en P
peus N
e CONJ
dix VBDI^3^SG
: :
\" \"
Seyor N
, COMMA
prec VBPI^1^SG
-vos PRO^D^2^PL
que C
vós PRO^2^PL
que C
·m PRO^D^1^SG
façats VBPS^2^PL
escoltar VB
. .

Déus N
volch VBDI^3^SG
que C
en P
est D^DEM
segle N
fossen VBDS^3^PL
reys N
e CONJ
donà VBDI^3^SG
·ls PRO^D^3^PL
-hi PRO^ADV
per P
aquest D^DEM
ofici N
que C
tinguessen VBDS^3^PL
dretura N
a P
aquels D^DEM
que C
mester N
la D
aurien VBPC^3^PL
, COMMA
e CONJ
especialment ADV
a P
vídues N
e CONJ
a P
òrfens N
. .

E CONJ
, COMMA
quan C
la D
comtessa N
no NEG
havia VBDI^3^SG
a P
qui C
recórrer VB
posqués VBDS^3^SG
, COMMA
sinó CONJ
a P
nós PRO^1^PL
, COMMA
per P
·ii· NUM
raons N
és VBPI^3^SG
venguda VNI
denant P
-vós PRO^2^PL
: :
la D
una D^Q
, COMMA
cor C
aquela D^DEM
demanda N
que C
ela PRO^3^SG
fa VBPI^3^SG
és VBPI^3^SG
en P
vostra D^POS
terra N
; ;
la D
segona ADJ
, COMMA
cor C
vós PRO^2^PL
li PRO^D^3^SG
podets VBPI^2^PL
dar VB
conseyl N
e CONJ
no NEG
neguna D^Q
altra D^Q
persona N
del P+D
món N
. .

Perquè C
ela PRO^3^SG
us PRO^A^2^PL
clama VBPI^3^SG
merçè N
, COMMA
així ADV
con C
hom MAN
deu VBPI^3^SG
fer VB
a P
bon ADJ
seyor N
, COMMA
que C
vós PRO^2^PL
li PRO^D^3^SG
façats VBPS^2^PL
respondre VB
a P
·N DPR
Guerau NPR
o CONJ
a P
·N DPR
Guillem NPR
de P
Cardona NPR
qui C
ve VBPI^3^SG
aquí ADV
per P
él PRO^3^SG
, COMMA
que C
en P
aquest D^DEM
feyt VNI
havets VBPI^2^PL
donat VN
·ii· NUM
dies N
, COMMA
e CONJ
, COMMA
per P
defaliment N
d’ P
él PRO^3^SG
, COMMA
vós PRO^2^PL
ni CONJ+NEG
vostra D^POS
cort N
no NEG
hi PRO^ADV
pot VBPI^3^SG
enantar VB
; ;
ara ADV
aquest D^DEM
és VBPI^3^SG
lo D
derrer ADJ
dia N
: :
on C
vos PRO^RFL^2^PL
prega VBDI^3^SG
la D
comtessa N
, COMMA
així ADV
con C
seyor N
de P
qui C
espera VBPI^3^SG
bé ADV
e CONJ
dretura N
, COMMA
que C
trop VBPS^1^SG
dretura N
en P
vós PRO^2^PL
en P
esta D^DEM
manera N
: :
que C
, COMMA
si C
En DPR
Guillem NPR
de P
Cardona NPR
no NEG
és VBPI^3^SG
vengut VNI
aperelyat VNI
de P
fer VB
dret N
, COMMA
que C
vós PRO^2^PL
que C
enantets VBPI^2^PL
contra P
En DPR
Guerau NPR
e CONJ
contra P
los D
seus D^POS
béns N
, COMMA
sí ADV
que C
la D
comtessa N
pusca VBPS^3^SG
venir VB
a P
compliment N
de P
dret N
de P
la D
demanda N
que C
li PRO^D^2^SG
fa VBPI^3^SG
\" \"
. .

E CONJ
dix VBDI^3^SG
En DPR
Guillem NPR
de P
Cardona NPR
: :
\" \"
Oiats VBI^2^PL
, COMMA
En DPR
Guillem NPR
: :
¿ ¿
cuydats VBPI^2^PL
que C
per P
vostra D^POS
pladesia N
que C
havets VBPI^2^PL
aduyta VNI
de P
Bulunya NPR
que C
·l D
comte N
perda VBPS^3^SG
son D^POS
comtat N
? ?
\" \"
e CONJ
dix VBDI^3^SG
En DPR
Guillem NPR
Çasala NPR
: :
\" \"
Jo PRO^1^SG
no NEG
deman VBPI^1^SG
si C
dret N
no NEG
per P
la D
comtessa N
; ;
e CONJ
, COMMA
si C
dret N
havem VBPI^1^PL
, COMMA
havem VBPI^1^PL
fiança N
en P
lo D
seyor N
rey N
que C
él PRO^3^SG
lo D
·ns PRO^D^1^PL
darà VBFI^3^SG
; ;
e CONJ
en P
mantenir VB
son D^POS
dret N
no NEG
me PRO^RFL^1^SG
·n PRO^ADV
lexeria VBPC^1^SG
per P
vós PRO^2^PL
\" \"
. .

E CONJ
dix VBDI^3^SG
En DPR
Guillem NPR
de P
Cervera NPR
: :
\" \"
E CONJ
l’ D
àls PRO^Q
hi PRO^ADV
serà VBFI^3^SG
\" \"
. .

E CONJ
dix VBDI^3^SG
En DPR
Guillem NPR
de P
Cardona NPR
: :
\" \"
Séyer N
, COMMA
féts VBI^2^PL
-me PRO^D^1^SG
guiar VB
, COMMA
e CONJ
anar VB
-me PRO^RFL^1^SG
·n PRO^ADV
hé VBPI^1^SG
\" \"
. .

\" \"
E CONJ
no NEG
y PRO^ADV
faríets VBPC^2^PL
àls PRO^Q
? ?
\" \"
- -
dixem VBDI^1^PL
nós PRO^1^PL
. .

E CONJ
él PRO^3^SG
dix VBDI^3^SG
que C
no NEG
. .

E CONJ
respòs VBDI^3^SG
En DPR
Guillem NPR
de P
Cervera NPR
: :
\" \"
Per P
ma D^POS
fe N
, COMMA
si C
havets VBPI^2^PL
a P
fer VB
àls PRO^Q
\" \"
. .

\" \"
Ara ADV
- -
-dix VBDI^3^SG
En DPR
Guillem NPR
de P
Cardona NPR
- -
- -
serà VBFI^3^SG
con C
Déus N
volrà VBFI^3^SG
\" \"
. .

E CONJ
comanà VBDI^3^SG
·ns PRO^A^1^PL
a P
Déu N
. .

FOL22v FOL
§ §
E CONJ
nós PRO^1^PL
enviam VBDI^1^PL
sempre ADV
una D^Q
carta N
a P
Tamarit NPR
que C
·ns PRO^D^1^PL
fossen VBDS^3^PL
a P
·i· NUM
dia N
sabut VNI
ab P
ses D^POS
armes N
e CONJ
ab P
conduyt N
de P
·iii· NUM
dies N
a P
Albelda NPR
, COMMA
e CONJ
nós PRO^1^PL
seríem VBPC^1^PL
alí ADV
. .

E CONJ
dixem VBDI^1^PL
a P
·N DPR
Guillem NPR
e CONJ
a P
·N DPR
Gastó NPR
de P
Muntcada NPR
e CONJ
a P
·N DPR
Ramon NPR
e CONJ
a P
·N DPR
Guillem NPR
de P
Cervera NPR
que C
ab P
lur D^POS
liynatge N
fossen VBDS^3^PL
ab P
nós PRO^1^PL
. .

E CONJ
irem VBFI^1^PL
sobr· P
En DPR
Ponç NPR
. .

E CONJ
, COMMA
mentre ADV
que C
les D
cartes N
anaren VBDI^3^PL
, COMMA
fo VBDI^3^SG
Don DPR
Pero NPR
Corneyl NPR
ab P
nós PRO^1^PL
; ;
e CONJ
fom VBDI^1^PL
·xiii· NUM
cavallers N
e CONJ
anam VBDI^1^PL
a P
Albelda NPR
e CONJ
no NEG
hi PRO^ADV
trobam VBDI^1^PL
los D
de P
Tamarit NPR
ni CONJ+NEG
els D
altres D^Q
, COMMA
sinó CONJ
tan ADV
solament ADV
En DPR
Bertran NPR
de P
Calassans NPR
e CONJ
En DPR
Ramon NPR
de P
Calassans NPR
ab P
·lx· NUM
o CONJ
ab P
·lxx· NUM
hòmens N
a P
peu N
. .

E CONJ
pesà VBDI^3^SG
·ns PRO^D^1^PL
molt ADV
quan C
los D
de P
Tamarit NPR
no NEG
y PRO^ADV
foren VBDI^3^PL
. .

E CONJ
·ls PRO^D^3^PL
de P
la D
vila N
d’ P
Albelda NPR
tengren VBDI^3^PL
la D
vila N
establida VNI
ab P
escuts N
e CONJ
ab P
balestes N
e CONJ
ab P
altres D^Q
armes N
. .

E CONJ
dixem VBDI^1^PL
nós PRO^1^PL
: :
\" \"
Con WADV
la D
vila N
tenen VBPI^3^PL
éls PRO^3^PL
? ?
\" \"
e CONJ
sempre ADV
lexam VBPI^1^PL
los D
cavals N
als P+D
escuders N
e CONJ
avalam VBDI^1^PL
; ;
e CONJ
prenguem VBDI^1^PL
nostres D^POS
armes N
e CONJ
anam VBDI^1^PL
-los PRO^A^3^PL
combatre VB
e CONJ
tolguem VBDI^1^PL
-los PRO^A^3^PL
la D
vila N
. .

E CONJ
, COMMA
can C
los D
haguem VBDI^1^PL
tolta VNI
la D
vila N
, COMMA
a P
cap N
d’ P
una D^Q
peça N
anaven VBDI^3^PL
vinén VG
alguns D^Q
de P
Tamarit NPR
; ;
e CONJ
feren VBDI^3^PL
-nos PRO^D^1^PL
parlar VB
pleyt N
, COMMA
al P+D
sol N
post VNI
, COMMA
que C
·ls D
asseguràssem VBDS^1^PL
, COMMA
e CONJ
retrien VBPC^3^PL
-nos PRO^A^1^PL
lo D
castel N
, COMMA
e CONJ
que C
romandria VBPC^3^SG
en P
fe N
de P
nós PRO^1^PL
. .

E CONJ
, COMMA
quant C
vench VBDI^3^SG
al P+D
matí N
, COMMA
reteren VBDI^3^PL
-nos PRO^A^1^PL
lo D
castel N
. .

E CONJ
moguem VBDI^1^PL
d’ P
aquí ADV
e CONJ
dixem VBDI^1^PL
: :
\" \"
Anem VBI^1^PL
-nos PRO^RFL^1^PL
-en PRO^ADV
a P
Menargues NPR
, COMMA
que C
enans ADV
que C
ho PRO^A^NTR
sàpien VBPS^3^PL
los D
haurem VBFI^1^PL
tolt VN
molt ADV
del P+D
lur D^POS
\" \"
. .

E CONJ
foren VBDI^3^PL
-nos PRO^RFL^1^PL
venguts VNI
cavallers N
de P
nostra D^POS
companya N
, COMMA
sí ADV
que C
fom VBDI^1^PL
bé ADV
·xxx· NUM
cavallers N
, COMMA
e CONJ
anam VBDI^1^PL
a P
Menargues NPR
. .

E CONJ
dixem VBDI^1^PL
a P
la D
companya N
: :
\" \"
Aturats VBI^2^PL
-vos PRO^RFL^2^PL
, COMMA
e CONJ
nós PRO^1^PL
irem VBFI^1^PL
aenant ADV
ab P
·iii· NUM
o CONJ
ab P
·iiii· NUM
cavallers N
de P
nostra D^POS
companya N
\" \"
. .

E CONJ
fo VBDI^3^SG
-y PRO^ADV
En DPR
Rochafort NPR
ab P
·iii· NUM
altres D^Q
cavallers N
que C
no NEG
·ns PRO^D^1^PL
membren VBDI^3^PL
. .

E CONJ
els D
hòmens N
eren VBDI^3^PL
-se PRO^RFL^3^PL
·n PRO^ADV
ja ADV
tots PRO^Q
pujats VNI
al P+D
castel N
ab P
lurs D^POS
armes N
e CONJ
ab P
tot D^Q
lo D
conduyt N
que C
havien VBDI^3^PL
pugut VN
traure VB
de P
la D
vila N
. .

E CONJ
fom VBDI^1^PL
a P
la D
porta N
del P+D
castell N
e CONJ
dixem VBDI^1^PL
-lus PRO^D^3^PL
: :
\" \"
Barons N
, COMMA
bé ADV
sabets VBPI^2^PL
que C
la D
comtessa N
és VBPI^3^SG
vostra D^POS
dona N
natural ADJ
, COMMA
e CONJ
ela PRO^3^SG
no NEG
vol VBPI^3^SG
pas NEG
vostre D^POS
destruÿment N
ni CONJ+NEG
que C
muyrats VBPS^2^PL
aquí ADV
ni CONJ+NEG
perdats VBPS^2^PL
re PRO^Q
del P+D
vostre D^POS
. .

FOL23r FOL
Devalats VBI^2^PL
a P
vostres D^POS
cases N
, COMMA
e CONJ
nós PRO^1^PL
assegurar VB
-vos PRO^RFL^2^PL
ém VBPI^1^PL
, COMMA
per P
nom N
d’ P
ela PRO^3^SG
e CONJ
de P
nós PRO^1^PL
, COMMA
que C
no NEG
us PRO^D^2^PL
farem VBFI^1^PL
mal N
, COMMA
ans CONJ
vos PRO^RFL^2^PL
defendrem VBFI^1^PL
contra P
tots D^Q
hòmens N
\" \"
. .

E CONJ
dix VBDI^3^SG
·i· NUM
d’ P
éls PRO^3^PL
: :
\" \"
Seyor N
, COMMA
¿ ¿
e CONJ
què WPRO
farem VBFI^1^PL
nós PRO^1^PL
del P+D
castel N
que C
·ns PRO^D^1^PL
ha VBPI^3^SG
comanat VNI
En DPR
Pons NPR
de P
Cabrera NPR
? ?
\" \"
e CONJ
dixem VBDI^1^PL
nós PRO^1^PL
: :
\" \"
Ben ADV
sabets VBPI^2^PL
vós PRO^2^PL
que C
més ADV
val VBPI^3^SG
la D
nostra D^POS
senyoria N
que C
d’ P
om N
del P+D
món N
. .

E CONJ
nós PRO^1^PL
guardar VB
-vos PRO^A^2^PL
ém VBPI^1^PL
, COMMA
que C
no NEG
y PRO^ADV
farets VBFI^2^PL
re PRO^Q
contra P
fe N
. .

E CONJ
davalats VBI^2^PL
en P
bona ADJ
ventura N
, COMMA
e CONJ
nós PRO^1^PL
prenem VBPI^1^PL
-vos PRO^A^2^PL
sobre P
nostra D^POS
fe N
\" \"
. .

E CONJ
dix VBDI^3^SG
·i· NUM
d’ P
éls PRO^3^PL
: :
\" \"
Pus C
lo D
rey N
nos PRO^D^1^PL
ho PRO^A^NTR
diu VBPI^3^SG
, COMMA
així ADV
fassam VBPS^1^PL
-ho PRO^A^NTR
\" \"
. .

Enans ADV
que C
hobrissen VBPS^3^PL
la D
porta N
dixeren VBDI^3^PL
-nos PRO^D^1^PL
: :
\" \"
¿ ¿
E CONJ
deïts VBPI^2^PL
-nos PRO^D^1^PL
vós PRO^2^PL
que C
sobre P
vostra D^POS
fe N
devalem VBPI^1^PL
? ?
\" \"
\" \"
Och ADV
\" \"
- -
-dixem VBDI^1^PL
nós PRO^1^PL
. .

E CONJ
éls PRO^3^PL
devalaren VBDI^3^PL
-se PRO^RFL^3^PL
·n PRO^ADV
ab P
ses D^POS
armes N
e CONJ
ab P
sa D^POS
roba N
. .

E CONJ
nós PRO^1^PL
enviam VBDI^1^PL
pels P+D
cavallers N
, COMMA
e CONJ
vingueren VBDI^3^PL
. .

E CONJ
, COMMA
quan C
veeren VBDI^3^PL
que C
·ls D
cavallers N
eren VBDI^3^PL
tan ADV
pochs D^Q
, COMMA
tengren VBDI^3^PL
-se PRO^RFL^3^PL
per P
desastruchs ADJ
. .

E CONJ
nós PRO^1^PL
no NEG
havíem VBDI^1^PL
carn N
ni CONJ+NEG
·n PRO^ADV
volíem VBDI^1^PL
pendre VB
d’ P
éls PRO^3^PL
. .

E CONJ
sobre P
açò PRO^3^SG
enviam VBDI^1^PL
bé ADV
·xx· NUM
cavallers N
que C
correguessen VBDS^3^PL
a P
Balaguer NPR
, COMMA
e CONJ
aduyxeren VBDI^3^PL
-nos PRO^D^1^PL
entre P
vaches N
e CONJ
vedels N
tro P
a P
·xvi· NUM
, COMMA
e CONJ
compram VBDI^1^PL
lo D
pa N
e CONJ
·l D
vi N
, COMMA
e CONJ
haguem VBDI^1^PL
carn N
entrò P
a P
·iii· NUM
dies N
. .

E CONJ
, COMMA
en P
tant ADV
, COMMA
vengueren VBDI^3^PL
-nos PRO^D^1^PL
compaynes N
de P
Cathalunya NPR
e CONJ
d’ P
Aragó NPR
, COMMA
e CONJ
fom VBDI^1^PL
tro P
a P
·cc· NUM
cavallers N
, COMMA
e CONJ
haguem VBDI^1^PL
hòmens N
de P
peu N
tro P
a P
·m· PRO^D^1^SG
. .

E CONJ
fom VBDI^1^PL
a P
Linesola NPR
a P
cap N
del P+D
tercer ADJ
dia N
. .

E CONJ
, COMMA
nós PRO^1^PL
en P
Linesola NPR
, COMMA
altre D^Q
dia N
matí N
fo VBDI^3^SG
-hi PRO^ADV
En DPR
Ramon NPR
de P
Muntcada NPR
, COMMA
e CONJ
armà VBDI^3^SG
·s PRO^RFL^3^SG
tota D^Q
la D
ost N
per P
combatre VB
, COMMA
e CONJ
éls PRO^3^PL
empararen VBDI^3^PL
tota D^Q
la D
vila N
. .

E CONJ
vench VBDI^3^SG
En DPR
Ramon NPR
de P
Cardona NPR
e CONJ
dix VBDI^3^SG
: :
\" \"
Conseylar VB
-vos PRO^D^2^PL
hia VBPC^3^SG
, COMMA
seyor N
, COMMA
que C
no NEG
·ns PRO^A^1^PL
combatéssets VBDS^2^PL
, COMMA
que C
de P
bons ADJ
servents N
hi PRO^ADV
ha VBPI^3^SG
, COMMA
e CONJ
no NEG
us PRO^D^2^PL
ho PRO^A^NTR
valria VBPC^3^SG
la D
presó N
de P
la D
vila N
lo D
mal N
que C
y PRO^ADV
poríets VBPC^2^PL
pendre VB
ni CONJ+NEG
fer VB
a P
la D
ost N
. .

E CONJ
lexats VBI^2^PL
-me PRO^A^1^SG
parlar VB
ab P
éls PRO^3^PL
e CONJ
veuré VBFI^1^SG
si C
us PRO^D^2^PL
en P
poria VBPC^3^SG
traure VB
bon ADJ
pleyt N
\" \"
. .

E CONJ
nós PRO^1^PL
no NEG
u PRO^A^NTR
volguem VBDI^1^PL
escoltar VB
, COMMA
e CONJ
anam VBDI^1^PL
-nos PRO^RFL^1^PL
-en PRO^ADV
a P
la D
vila N
e CONJ
combatem VBDI^1^PL
-los PRO^A^3^PL
. .

E CONJ
nós PRO^1^PL
a P
peu N
ab P
aquels D^DEM
combatedors N
presem VBDI^1^PL
la D
vila N
. .

E CONJ
·ls D
hòmens N
enbarraren VBDI^3^PL
-se PRO^RFL^3^PL
en P
la D
força N
, COMMA
hon C
havia VBDI^3^SG
una D^Q
torra N
molt ADV
bona ADJ
FOL23v FOL
e CONJ
albacar VB
, COMMA
e CONJ
aquel D^DEM
dia N
matex ADJ
reteren VBDI^3^PL
-se PRO^RFL^3^PL
. .

E CONJ
, COMMA
quan C
foren VBDI^3^PL
retuts VNI
, COMMA
·i· NUM
altre D^Q
jorn N
establim VBDI^1^PL
nostre D^POS
castel N
. .

E CONJ
puys ADV
anam VBDI^1^PL
-nos PRO^RFL^1^PL
-en PRO^ADV
a P
Balaguer NPR
per P
assetiar VB
ell PRO^3^SG
. .

E CONJ
passam VBDI^1^PL
lo D
riu N
a P
·i· NUM
loc N
Almata NPR
appelat VNI
e CONJ
param VBDI^1^PL
-hi PRO^ADV
·ii· NUM
fenèvols N
. .

E CONJ
fo VBDI^3^SG
aquí ADV
En DPR
Guillem NPR
de P
Muntcada NPR
e CONJ
En DPR
Guillem NPR
de P
Cervera NPR
